orient,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,polygon.stopped,polygon_2.stopped,grating.started,key_resp.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
0,39,0,78,0,277.4744121999829,278.47435490001226,278.47435490001226,278.9740452999831,278.9740452999831,279.273933199991,279.273933199991,down,1,0.728287799982354,None,2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,39,1,79,1,280.02430410002125,281.0248378000106,281.0248378000106,281.524393700005,281.524393700005,281.8241747000138,281.8241747000138,up,1,0.5753438999527134,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,40,0,80,0,282.4239975999808,283.4242030000314,283.4242030000314,283.92436689999886,283.92436689999886,284.22411120001925,284.22411120001925,up,1,0.5070999999879859,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,40,1,81,1,284.7575891999877,285.7574999000062,285.7574999000062,286.2576274999883,286.2576274999883,286.55700269999215,286.55700269999215,down,1,0.3457512999884784,None,-2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,41,0,82,1,286.9236817000201,287.92429940000875,287.92429940000875,288.424245400005,288.424245400005,288.72412540001096,288.72412540001096,up,1,4.321398100000806,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,41,1,83,0,293.07429190003313,294.07417959999293,294.07417959999293,294.5744904000312,294.5744904000312,294.87425210000947,294.87425210000947,down,0,0.6299182000220753,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,42,0,84,1,295.52424360002624,296.5242156999884,296.5242156999884,297.02458690002095,297.02458690002095,297.3243593000225,297.3243593000225,up,1,0.7343351000454277,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,42,1,85,0,298.09076370002003,299.0909335000324,299.0909335000324,299.5908811999834,299.5908811999834,299.8904677000246,299.8904677000246,down,1,0.5053075000178069,None,-2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,43,0,86,1,300.42433639999945,301.4242025000276,301.4242025000276,301.92425490001915,301.92425490001915,302.2241135999793,302.2241135999793,up,1,0.6031568999751471,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,43,1,87,0,302.8576161999954,303.8574949000031,303.8574949000031,304.35784920002334,304.35784920002334,304.65760770003544,304.65760770003544,up,1,0.7448688999866135,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,44,0,88,1,305.4244592000032,306.424141400028,306.424141400028,306.92449140001554,306.92449140001554,307.22423150000395,307.22423150000395,down,1,0.26809220004361123,None,-3,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,44,1,89,0,307.5243865000084,308.5241834000335,308.5241834000335,309.0243906999822,309.0243906999822,309.3239940000349,309.3239940000349,down,1,0.36019739997573197,None,3,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
